,date,1,2,3,4,5
0,2015-10-16,0.36602234840393066,0.044520169496536255,0.2071385681629181,0.2422814667224884,0.140037402510643
1,2015-10-23,0.37725594639778137,0.04827088117599487,0.18817448616027832,0.23913435637950897,0.14716435968875885
2,2015-10-30,0.3666365444660187,0.055048197507858276,0.20632600784301758,0.2258286029100418,0.14616064727306366
3,2015-11-06,0.505178689956665,0.034316159784793854,0.0864126905798912,0.24049019813537598,0.13360224664211273
4,2015-11-13,0.4797382950782776,0.15378999710083008,0.03814861923456192,0.22588931024074554,0.10243380069732666
5,2015-11-20,0.6163361072540283,0.024967974051833153,0.030570948496460915,0.14567230641841888,0.1824527382850647
6,2015-11-27,0.6428414583206177,0.04720966890454292,0.09277031570672989,0.07344773411750793,0.14373081922531128
7,2015-12-04,0.7768514156341553,0.03004469722509384,0.014765612781047821,0.1196708157658577,0.058667510747909546
8,2015-12-11,0.6796203255653381,0.03199037164449692,0.0194472074508667,0.07770055532455444,0.1912415325641632
9,2015-12-18,0.6386363506317139,0.02551175281405449,0.014224117621779442,0.2382967174053192,0.08333107084035873
10,2015-12-25,0.13877961039543152,0.06319209188222885,0.1820114254951477,0.3923664689064026,0.22365042567253113
11,2016-01-01,0.22104714810848236,0.0679764449596405,0.1108718067407608,0.3592909574508667,0.24081362783908844
12,2016-01-08,0.1776575893163681,0.14343349635601044,0.07754364609718323,0.2944834232330322,0.3068818747997284
13,2016-01-15,0.18271800875663757,0.059390097856521606,0.10519986599683762,0.4361666142940521,0.2165253609418869
14,2016-01-22,0.16739730536937714,0.1384800672531128,0.0684187263250351,0.3305290639400482,0.29517486691474915
15,2016-01-29,0.1441812366247177,0.06592213362455368,0.08409751206636429,0.3663025200366974,0.3394966423511505
16,2016-02-05,0.1495109647512436,0.08345313370227814,0.08214441686868668,0.40494903922080994,0.27994248270988464
17,2016-02-12,0.16158834099769592,0.0961005762219429,0.10612192749977112,0.3362012803554535,0.2999878227710724
18,2016-02-19,0.1261497437953949,0.08745011687278748,0.08328402042388916,0.44478127360343933,0.25833484530448914
19,2016-02-26,0.13416574895381927,0.10250980406999588,0.0965348333120346,0.3746592402458191,0.29213041067123413
20,2016-03-04,0.12869390845298767,0.13799011707305908,0.09432027488946915,0.4006149172782898,0.2383807897567749
21,2016-03-11,0.10960425436496735,0.11009437590837479,0.08854177594184875,0.38950514793395996,0.30225446820259094
22,2016-03-18,0.11814010888338089,0.06854278594255447,0.09336212277412415,0.46602264046669006,0.25393232703208923
23,2016-03-25,0.11580202728509903,0.10636530816555023,0.08875679224729538,0.45724913477897644,0.23182672262191772
24,2016-04-01,0.09089113771915436,0.12028872221708298,0.08146238327026367,0.4981021285057068,0.20925560593605042
25,2016-04-08,0.11320411413908005,0.06507758796215057,0.10698698461055756,0.3919292688369751,0.32280203700065613
26,2016-04-15,0.12115845829248428,0.10655022412538528,0.10271670669317245,0.4549823999404907,0.21459220349788666
27,2016-04-22,0.07562991231679916,0.08613735437393188,0.0757082998752594,0.4986569285392761,0.26386749744415283
28,2016-04-29,0.10967729240655899,0.08879285305738449,0.05854363366961479,0.4894542694091797,0.25353190302848816
29,2016-05-06,0.10730427503585815,0.07793692499399185,0.12099871784448624,0.5043540596961975,0.18940600752830505
30,2016-05-13,0.08481220155954361,0.07196781039237976,0.08204951137304306,0.5582741498947144,0.20289629697799683
31,2016-05-20,0.10632293671369553,0.10607810318470001,0.10895504802465439,0.4210229516029358,0.2576209604740143
32,2016-05-27,0.07482623308897018,0.18048223853111267,0.08680865913629532,0.5011284947395325,0.15675435960292816
33,2016-06-03,0.10080097615718842,0.07400409877300262,0.10412103682756424,0.48800715804100037,0.23306673765182495
34,2016-06-10,0.11105886101722717,0.22692586481571198,0.10168604552745819,0.33219051361083984,0.22813870012760162
35,2016-06-17,0.08199547231197357,0.10708008706569672,0.11964187771081924,0.43681013584136963,0.2544724643230438
36,2016-06-24,0.1448473185300827,0.07882818579673767,0.09244993329048157,0.47678864002227783,0.20708590745925903
37,2016-07-01,0.06322522461414337,0.07635591924190521,0.11508029699325562,0.5498388409614563,0.19549968838691711
38,2016-07-08,0.0985659584403038,0.10672066360712051,0.07602941989898682,0.4289483428001404,0.2897356152534485
39,2016-07-15,0.08508778363466263,0.1277565211057663,0.0652337446808815,0.4386938512325287,0.2832280993461609
40,2016-07-22,0.13584229350090027,0.14061173796653748,0.04639681056141853,0.40394026041030884,0.2732089161872864
41,2016-07-29,0.10056572407484055,0.22200056910514832,0.08940228819847107,0.3589651584625244,0.22906631231307983
42,2016-08-05,0.10329442471265793,0.10790617763996124,0.07368310540914536,0.4775022864341736,0.2376139909029007
43,2016-08-12,0.10126518458127975,0.113743856549263,0.0912470892071724,0.4348936676979065,0.2588501572608948
44,2016-08-19,0.07925131171941757,0.10845346748828888,0.08078188449144363,0.4598633050918579,0.2716500163078308
45,2016-08-26,0.09119022637605667,0.0973564088344574,0.12036734819412231,0.48693394660949707,0.20415206253528595
