,date,1,2,3,4,5
0,2015-10-01,0.37010303139686584,0.04989071562886238,0.1999417245388031,0.2355518341064453,0.14451271295547485
1,2015-11-01,0.5639313459396362,0.06266158074140549,0.060466114431619644,0.16994275152683258,0.14299821853637695
2,2015-12-01,0.5689865350723267,0.036411069333553314,0.05384092405438423,0.20132488012313843,0.13943664729595184
3,2016-01-01,0.17851509153842926,0.09473930299282074,0.08955398201942444,0.35631227493286133,0.28087934851646423
4,2016-02-01,0.14220041036605835,0.09273480623960495,0.09278453886508942,0.38927775621414185,0.2830025255680084
5,2016-03-01,0.11850108206272125,0.10466374456882477,0.09112870693206787,0.42955273389816284,0.2561536729335785
6,2016-04-01,0.10143601149320602,0.09203413128852844,0.08554881811141968,0.46490100026130676,0.2560800313949585
7,2016-05-01,0.09290555119514465,0.10978575050830841,0.09941823035478592,0.4969633221626282,0.20092710852622986
8,2016-06-01,0.1095573827624321,0.12333831191062927,0.10496306419372559,0.4316471517086029,0.23049406707286835
9,2016-07-01,0.09781339019536972,0.13455830514431,0.07778137922286987,0.4348906874656677,0.2549562454223633
10,2016-08-01,0.09343276172876358,0.1069350391626358,0.09063791483640671,0.4651484191417694,0.2438458949327469
11,2016-09-01,0.08093855530023575,0.10552452504634857,0.10784734040498734,0.45650967955589294,0.2491799294948578
12,2016-10-01,0.08821237832307816,0.08760395646095276,0.1130063459277153,0.4561278522014618,0.255049467086792
13,2016-11-01,0.11963748931884766,0.07020627707242966,0.12503854930400848,0.41091227531433105,0.27420538663864136
14,2016-12-01,0.11122158914804459,0.09335823357105255,0.13709937036037445,0.42030566930770874,0.23801511526107788
15,2017-01-01,0.10004489868879318,0.06561711430549622,0.14311335980892181,0.47031933069229126,0.2209053337574005
16,2017-02-01,0.0850510224699974,0.09113039821386337,0.16816234588623047,0.4201965928077698,0.2354595959186554
17,2017-03-01,0.07814233005046844,0.07489459961652756,0.14048297703266144,0.43252289295196533,0.27395716309547424
18,2017-04-01,0.08831693977117538,0.0487750843167305,0.11601762473583221,0.49676692485809326,0.2501234710216522
19,2017-05-01,0.0664910078048706,0.0588981993496418,0.1424502730369568,0.4765108823776245,0.255649596452713
20,2017-06-01,0.06884821504354477,0.090119369328022,0.13966713845729828,0.42041894793510437,0.2809463441371918
21,2017-07-01,0.09709516912698746,0.06938114017248154,0.17701900005340576,0.32857057452201843,0.3279340863227844
22,2017-08-01,0.11617057025432587,0.07459334284067154,0.14495402574539185,0.34411776065826416,0.3201643228530884
23,2017-09-01,0.0936526283621788,0.10737496614456177,0.14166639745235443,0.22832053899765015,0.4289855360984802
24,2017-10-01,0.11688003689050674,0.12470987439155579,0.11830995231866837,0.2183450162410736,0.4217551052570343
25,2017-11-01,0.11695574223995209,0.1309964507818222,0.1529066562652588,0.22258250415325165,0.3765586018562317
26,2017-12-01,0.15214891731739044,0.08026358485221863,0.19533392786979675,0.23080278933048248,0.3414507806301117
27,2018-01-01,0.21511615812778473,0.08228970319032669,0.20405863225460052,0.20280024409294128,0.295735239982605
28,2018-02-01,0.20980307459831238,0.09381602704524994,0.17555277049541473,0.2111603319644928,0.30966779589653015
29,2018-03-01,0.14782081544399261,0.0901695042848587,0.1604316532611847,0.25640982389450073,0.34516820311546326
30,2018-04-01,0.15205217897891998,0.10456293821334839,0.1786056011915207,0.2724531590938568,0.2923261225223541
31,2018-05-01,0.15653778612613678,0.08477631211280823,0.21389633417129517,0.22903423011302948,0.31575536727905273
32,2018-06-01,0.1654297262430191,0.1196211501955986,0.20013795793056488,0.23615121841430664,0.27865996956825256
33,2018-07-01,0.12159989029169083,0.09091301262378693,0.2519591152667999,0.2339460402727127,0.3015819191932678
34,2018-08-01,0.1738918274641037,0.07997652143239975,0.25937074422836304,0.22814907133579254,0.25861185789108276
35,2018-09-01,0.18995967507362366,0.05653304606676102,0.3318624496459961,0.14159934222698212,0.2800455093383789
36,2018-10-01,0.1303718239068985,0.10021694004535675,0.3030311167240143,0.14308927953243256,0.3232908546924591
37,2018-11-01,0.15692992508411407,0.08202486485242844,0.35121840238571167,0.12014306336641312,0.2896837592124939
38,2018-12-01,0.16886006295681,0.06404462456703186,0.3824250102043152,0.13506543636322021,0.24960485100746155
39,2019-01-01,0.11938111484050751,0.10536015778779984,0.2579733431339264,0.14312396943569183,0.37416142225265503
40,2019-02-01,0.13199350237846375,0.17918291687965393,0.2656993567943573,0.13399097323417664,0.289133220911026
41,2019-03-01,0.1792037934064865,0.06368109583854675,0.3782157599925995,0.12346532195806503,0.2554340064525604
42,2019-04-01,0.17037199437618256,0.07410707324743271,0.43998974561691284,0.11893726140260696,0.19659392535686493
43,2019-05-01,0.14698469638824463,0.08052254468202591,0.33802154660224915,0.1678646057844162,0.2666066288948059
44,2019-06-01,0.12502607703208923,0.09172109514474869,0.31951916217803955,0.16182395815849304,0.3019097149372101
45,2019-07-01,0.1450820416212082,0.07502772659063339,0.32044392824172974,0.13463479280471802,0.32481151819229126
46,2019-08-01,0.13446934521198273,0.07549010217189789,0.3257528245449066,0.1612132340669632,0.30307450890541077
47,2019-09-01,0.15172019600868225,0.07359344512224197,0.3812616467475891,0.09745945036411285,0.295965313911438
48,2019-10-01,0.11726439744234085,0.06651831418275833,0.3953838348388672,0.1525053232908249,0.26832810044288635
49,2019-11-01,0.0777033269405365,0.03384007140994072,0.5175435543060303,0.09908334910869598,0.2718296945095062
50,2019-12-01,0.1423206329345703,0.054975684732198715,0.4303363561630249,0.07957939803600311,0.29278793931007385
51,2020-01-01,0.11399255692958832,0.06082027778029442,0.4262915551662445,0.12695062160491943,0.2719449996948242
52,2020-02-01,0.08295566588640213,0.06647470593452454,0.4288243055343628,0.14257723093032837,0.2791680693626404
53,2020-03-01,0.10310985147953033,0.06509455293416977,0.47201743721961975,0.14192259311676025,0.2178555428981781
54,2020-04-01,0.08696804940700531,0.08653602749109268,0.5346640944480896,0.08323531597852707,0.20859655737876892
55,2020-05-01,0.0923938900232315,0.08697494119405746,0.4473080039024353,0.13452059030532837,0.23880256712436676
56,2020-06-01,0.10324929654598236,0.0636030063033104,0.4483485519886017,0.1268128901720047,0.25798627734184265
57,2020-07-01,0.09458926320075989,0.08734489232301712,0.3964332938194275,0.1348739117383957,0.2867586016654968
58,2020-08-01,0.10837358981370926,0.06876830756664276,0.3634966313838959,0.10531804710626602,0.35404345393180847
59,2020-09-01,0.08705415576696396,0.11159323155879974,0.43200331926345825,0.09008057415485382,0.279268741607666
60,2020-10-01,0.11631163954734802,0.044115010648965836,0.4570978581905365,0.11947856843471527,0.2629969120025635
61,2020-11-01,0.09610803425312042,0.06506379693746567,0.5122860670089722,0.10660828649997711,0.21993380784988403
62,2020-12-01,0.0945587009191513,0.04088880494236946,0.6024247407913208,0.08971359580755234,0.1724141538143158
63,2021-01-01,0.08760614693164825,0.0392175018787384,0.6089485287666321,0.12485168129205704,0.1393761783838272
64,2021-02-01,0.0744684636592865,0.08890125900506973,0.5786217451095581,0.08376628160476685,0.17424225807189941
65,2021-03-01,0.06931152939796448,0.057034675031900406,0.6250153183937073,0.0989401638507843,0.14969834685325623
66,2021-04-01,0.0639585554599762,0.06073540821671486,0.5610056519508362,0.11497344821691513,0.19932691752910614
67,2021-05-01,0.07928907871246338,0.08100033551454544,0.4995552897453308,0.13549238443374634,0.20466293394565582
68,2021-07-01,0.07395265251398087,0.09026864171028137,0.48447534441947937,0.13650472462177277,0.21479864418506622
69,2021-08-01,0.0760144591331482,0.08877307176589966,0.47746211290359497,0.12981082499027252,0.22793953120708466
70,2021-09-01,0.11464756727218628,0.12005440890789032,0.39269980788230896,0.06169165298342705,0.3109065592288971
71,2021-10-01,0.06008375808596611,0.10445668548345566,0.462134450674057,0.12251561880111694,0.25080952048301697
